_id,week,isbn,count
6034ce981684f84ba84d5aaa,1,743470389,17
6034ce981684f84ba84d5aab,1,785815147,91
6034ce981684f84ba84d5aac,1,316666343,99
6034ce981684f84ba84d5aad,1,940322978,78
6034ce981684f84ba84d5aae,1,8466601090,58
6034ce981684f84ba84d5aaf,1,316168815,21
6034ce981684f84ba84d5ab0,1,375414746,10
6034ce981684f84ba84d5ab1,1,375726403,69
6034ce981684f84ba84d5ab2,1,385503857,43
6034ce981684f84ba84d5ab3,1,553802488,73
6034ce981684f84ba84d5ab4,1,805063897,48
6034ce981684f84ba84d5ab5,1,385495145,91
6034ce981684f84ba84d5ab6,1,345451260,101
6034ce981684f84ba84d5ab7,1,743229878,75
6034ce981684f84ba84d5ab8,1,385337132,38
6034ce981684f84ba84d5ab9,1,618119760,59
6034ce981684f84ba84d5aba,1,871138646,70
6034ce981684f84ba84d5abb,1,451410556,59
6034ce981684f84ba84d5abc,1,743458303,64
6034ce981684f84ba84d5abd,1,081296666X,25
6034ce981684f84ba84d5abe,1,312278586,77
6034ce981684f84ba84d5abf,1,312288115,50
6034ce981684f84ba84d5ac0,1,618173870,89
6034ce981684f84ba84d5ac1,1,156027321,59
6034ce981684f84ba84d5ac2,1,385721420,99
6034ce981684f84ba84d5ac3,1,743418190,79
6034ce981684f84ba84d5ac4,1,786015276,25
6034ce981684f84ba84d5ac5,1,425181111,91
6034ce981684f84ba84d5ac6,1,380732688,69
6034ce981684f84ba84d5ac7,1,553107305,14
6034ce981684f84ba84d5ac8,2,195153448,85
6034ce981684f84ba84d5ac9,2,887841740,39
6034ce981684f84ba84d5aca,2,971880107,55
6034ce981684f84ba84d5acb,2,375759778,23
6034ce981684f84ba84d5acc,2,3404921038,60
6034ce981684f84ba84d5acd,2,449005615,95
6034ce981684f84ba84d5ace,2,425182908,52
6034ce981684f84ba84d5acf,2,042518630X,31
6034ce981684f84ba84d5ad0,2,964778319,94
6034ce981684f84ba84d5ad1,2,2070423204,30
6034ce981684f84ba84d5ad2,2,1414035004,51
6034ce981684f84ba84d5ad3,2,60938412,10
6034ce981684f84ba84d5ad4,2,345465083,64
6034ce981684f84ba84d5ad5,2,743403843,88
6034ce981684f84ba84d5ad6,2,71416331,31
6034ce981684f84ba84d5ad7,2,375509038,49
6034ce981684f84ba84d5ad8,2,316973742,97
6034ce981684f84ba84d5ad9,2,786868716,26
6034ce981684f84ba84d5ada,2,8472238822,48
6034ce981684f84ba84d5adb,2,446612545,40
6034ce981684f84ba84d5adc,2,446612618,85
6034ce981684f84ba84d5add,2,451208080,95
6034ce981684f84ba84d5ade,2,553584383,43
6034ce981684f84ba84d5adf,2,316735736,32
6034ce981684f84ba84d5ae0,2,743249992,51
6034ce981684f84ba84d5ae1,2,425184226,78
6034ce981684f84ba84d5ae2,2,451205197,76
6034ce981684f84ba84d5ae3,2,038572179X,38
6034ce981684f84ba84d5ae4,2,345425294,97
6034ce981684f84ba84d5ae5,2,451410319,55
6034ce981684f84ba84d5ae6,2,385336772,17
6034ce981684f84ba84d5ae7,2,505524996,21
6034ce981684f84ba84d5ae8,2,385337639,17
6034ce981684f84ba84d5ae9,2,451206673,13
6034ce981684f84ba84d5aea,2,3257203659,51
6034ce981684f84ba84d5aeb,2,3257208669,56
6034ce981684f84ba84d5aec,2,3257233051,66
6034ce981684f84ba84d5aed,2,3453212150,98
6034ce981684f84ba84d5aee,2,3492045642,41
6034ce981684f84ba84d5aef,2,3498020862,70
6034ce981684f84ba84d5af0,2,3548254268,89
6034ce981684f84ba84d5af1,2,316602906,31
6034ce981684f84ba84d5af2,2,316693006,17
6034ce981684f84ba84d5af3,2,385508042,32
6034ce981684f84ba84d5af4,2,385509456,10
6034ce981684f84ba84d5af5,2,385511612,23
6034ce981684f84ba84d5af6,2,385730586,66
6034ce981684f84ba84d5af7,2,449006522,78
6034ce981684f84ba84d5af8,2,051513290X,62
6034ce981684f84ba84d5af9,2,671027387,78
6034ce981684f84ba84d5afa,2,151008116,36
6034ce981684f84ba84d5afb,2,525947647,52
6034ce981684f84ba84d5afc,2,006102063X,80
6034ce981684f84ba84d5afd,2,60013117,44
6034ce981684f84ba84d5afe,2,60563079,65
6034ce981684f84ba84d5aff,2,373836023,56
6034ce981684f84ba84d5b00,2,375814248,78
6034ce981684f84ba84d5b01,2,385327773,79
6034ce981684f84ba84d5b02,2,439510112,82
6034ce981684f84ba84d5b03,2,440241413,30
6034ce981684f84ba84d5b04,2,451526341,82
6034ce981684f84ba84d5b05,2,670035262,68
6034ce981684f84ba84d5b06,2,743245024,48
6034ce981684f84ba84d5b07,2,749748001,79
6034ce981684f84ba84d5b08,2,749748028,69
6034ce981684f84ba84d5b09,2,156971620X,31
6034ce981684f84ba84d5b0a,2,1592571301,30
6034ce981684f84ba84d5b0b,2,375719180,73
6034ce981684f84ba84d5b0c,2,972044205,40
6034ce981684f84ba84d5b0d,2,312988699,43
6034ce981684f84ba84d5b0e,2,1573228737,21
6034ce981684f84ba84d5b0f,2,8484509141,69
6034ce981684f84ba84d5b10,2,771076002,53
6034ce981684f84ba84d5b11,2,142001740,31
6034ce981684f84ba84d5b12,2,312995423,49
6034ce981684f84ba84d5b13,2,743411269,41
6034ce981684f84ba84d5b14,2,743470389,83
6034ce981684f84ba84d5b15,2,785815147,94
6034ce981684f84ba84d5b16,2,316666343,48
6034ce981684f84ba84d5b17,2,940322978,95
6034ce981684f84ba84d5b18,2,8466601090,34
6034ce981684f84ba84d5b19,2,316168815,70
6034ce981684f84ba84d5b1a,2,375414746,70
6034ce981684f84ba84d5b1b,2,375726403,10
6034ce981684f84ba84d5b1c,2,385503857,78
6034ce981684f84ba84d5b1d,2,553802488,88
6034ce981684f84ba84d5b1e,2,805063897,33
6034ce981684f84ba84d5b1f,2,385495145,14
6034ce981684f84ba84d5b20,2,345451260,54
6034ce981684f84ba84d5b21,2,743229878,43
6034ce981684f84ba84d5b22,2,385337132,23
6034ce981684f84ba84d5b23,2,618119760,77
6034ce981684f84ba84d5b24,2,871138646,73
6034ce981684f84ba84d5b25,2,451410556,40
6034ce981684f84ba84d5b26,2,743458303,36
6034ce981684f84ba84d5b27,2,081296666X,56
6034ce981684f84ba84d5b28,2,312278586,83
6034ce981684f84ba84d5b29,2,312288115,46
6034ce981684f84ba84d5b2a,2,618173870,85
6034ce981684f84ba84d5b2b,2,156027321,57
6034ce981684f84ba84d5b2c,2,385721420,95
6034ce981684f84ba84d5b2d,2,743418190,71
6034ce981684f84ba84d5b2e,2,786015276,44
6034ce981684f84ba84d5b2f,2,425181111,21
6034ce981684f84ba84d5b30,2,380732688,46
6034ce981684f84ba84d5b31,2,553107305,88
6034ce981684f84ba84d5b32,3,195153448,79
6034ce981684f84ba84d5b33,3,887841740,94
6034ce981684f84ba84d5b34,3,971880107,19
6034ce981684f84ba84d5b35,3,375759778,49
6034ce981684f84ba84d5b36,3,3404921038,41
6034ce981684f84ba84d5b37,3,449005615,21
6034ce981684f84ba84d5b38,3,425182908,39
6034ce981684f84ba84d5b39,3,042518630X,78
6034ce981684f84ba84d5b3a,3,964778319,30
6034ce981684f84ba84d5b3b,3,2070423204,97
6034ce981684f84ba84d5b3c,3,1414035004,11
6034ce981684f84ba84d5b3d,3,60938412,101
6034ce981684f84ba84d5b3e,3,345465083,39
6034ce981684f84ba84d5b3f,3,743403843,19
6034ce981684f84ba84d5b40,3,71416331,95
6034ce981684f84ba84d5b41,3,375509038,58
6034ce981684f84ba84d5b42,3,316973742,33
6034ce981684f84ba84d5b43,3,786868716,57
6034ce981684f84ba84d5b44,3,8472238822,53
6034ce981684f84ba84d5b45,3,446612545,84
6034ce981684f84ba84d5b46,3,446612618,47
6034ce981684f84ba84d5b47,3,451208080,90
6034ce981684f84ba84d5b48,3,553584383,63
6034ce981684f84ba84d5b49,3,316735736,40
6034ce981684f84ba84d5b4a,3,743249992,62
6034ce981684f84ba84d5b4b,3,425184226,48
6034ce981684f84ba84d5b4c,3,451205197,86
6034ce981684f84ba84d5b4d,3,038572179X,19
6034ce981684f84ba84d5b4e,3,345425294,76
6034ce981684f84ba84d5b4f,3,451410319,54
6034ce981684f84ba84d5b50,3,385336772,17
6034ce981684f84ba84d5b51,3,505524996,64
6034ce981684f84ba84d5b52,3,385337639,17
6034ce981684f84ba84d5b53,3,451206673,90
6034ce981684f84ba84d5b54,3,3257203659,50
6034ce981684f84ba84d5b55,3,3257208669,64
6034ce981684f84ba84d5b56,3,3257233051,45
6034ce981684f84ba84d5b57,3,3453212150,80
6034ce981684f84ba84d5b58,3,3492045642,10
6034ce981684f84ba84d5b59,3,3498020862,37
6034ce981684f84ba84d5b5a,3,3548254268,58
6034ce981684f84ba84d5b5b,3,316602906,53
6034ce981684f84ba84d5b5c,3,316693006,27
6034ce981684f84ba84d5b5d,3,385508042,56
6034ce981684f84ba84d5b5e,3,385509456,79
6034ce981684f84ba84d5b5f,3,385511612,54
6034ce981684f84ba84d5b60,3,385730586,79
6034ce981684f84ba84d5b61,3,449006522,15
6034ce981684f84ba84d5b62,3,051513290X,77
6034ce981684f84ba84d5b63,3,671027387,63
6034ce981684f84ba84d5b64,3,151008116,80
6034ce981684f84ba84d5b65,3,525947647,86
6034ce981684f84ba84d5b66,3,006102063X,72
6034ce981684f84ba84d5b67,3,60013117,26
6034ce981684f84ba84d5b68,3,60563079,41
6034ce981684f84ba84d5b69,3,373836023,16
6034ce981684f84ba84d5b6a,3,375814248,50
6034ce981684f84ba84d5b6b,3,385327773,20
6034ce981684f84ba84d5b6c,3,439510112,80
6034ce981684f84ba84d5b6d,3,440241413,15
6034ce981684f84ba84d5b6e,3,451526341,50
6034ce981684f84ba84d5b6f,3,670035262,34
6034ce981684f84ba84d5b70,3,743245024,97
6034ce981684f84ba84d5b71,3,749748001,31
6034ce981684f84ba84d5b72,3,749748028,43
6034ce981684f84ba84d5b73,3,156971620X,50
6034ce981684f84ba84d5b74,3,1592571301,70
6034ce981684f84ba84d5b75,3,375719180,51
6034ce981684f84ba84d5b76,3,972044205,74
6034ce981684f84ba84d5b77,3,312988699,13
6034ce981684f84ba84d5b78,3,1573228737,31
6034ce981684f84ba84d5b79,3,8484509141,44
6034ce981684f84ba84d5b7a,3,771076002,98
6034ce981684f84ba84d5b7b,3,142001740,97
6034ce981684f84ba84d5b7c,3,312995423,99
6034ce981684f84ba84d5b7d,3,743411269,75
6034ce981684f84ba84d5b7e,3,743470389,89
6034ce981684f84ba84d5b7f,3,785815147,35
6034ce981684f84ba84d5b80,3,316666343,13
6034ce981684f84ba84d5b81,3,940322978,90
6034ce981684f84ba84d5b82,3,8466601090,52
6034ce981684f84ba84d5b83,3,316168815,47
6034ce981684f84ba84d5b84,3,375414746,65
6034ce981684f84ba84d5b85,3,375726403,66
6034ce981684f84ba84d5b86,3,385503857,57
6034ce981684f84ba84d5b87,3,553802488,61
6034ce981684f84ba84d5b88,3,805063897,26
6034ce981684f84ba84d5b89,3,385495145,41
6034ce981684f84ba84d5b8a,3,345451260,48
6034ce981684f84ba84d5b8b,3,743229878,32
6034ce981684f84ba84d5b8c,3,385337132,70
6034ce981684f84ba84d5b8d,3,618119760,25
6034ce981684f84ba84d5b8e,3,871138646,52
6034ce981684f84ba84d5b8f,3,451410556,98
6034ce981684f84ba84d5b90,3,743458303,14
6034ce981684f84ba84d5b91,3,081296666X,63
6034ce981684f84ba84d5b92,3,312278586,88
6034ce981684f84ba84d5b93,3,312288115,32
6034ce981684f84ba84d5b94,3,618173870,81
6034ce981684f84ba84d5b95,3,156027321,14
6034ce981684f84ba84d5b96,3,385721420,52
6034ce981684f84ba84d5b97,3,743418190,17
6034ce981684f84ba84d5b98,3,786015276,95
6034ce981684f84ba84d5b99,3,425181111,17
6034ce981684f84ba84d5b9a,3,380732688,77
6034ce981684f84ba84d5b9b,3,553107305,50
6034ce981684f84ba84d5b9c,4,195153448,40
6034ce981684f84ba84d5b9d,4,887841740,47
6034ce981684f84ba84d5b9e,4,971880107,26
6034ce981684f84ba84d5b9f,4,375759778,12
6034ce981684f84ba84d5ba0,4,3404921038,12
6034ce981684f84ba84d5ba1,4,449005615,65
6034ce981684f84ba84d5ba2,4,425182908,61
6034ce981684f84ba84d5ba3,4,042518630X,30
6034ce981684f84ba84d5ba4,4,964778319,95
6034ce981684f84ba84d5ba5,4,2070423204,11
6034ce981684f84ba84d5ba6,4,1414035004,47
6034ce981684f84ba84d5ba7,4,60938412,84
6034ce981684f84ba84d5ba8,4,345465083,45
6034ce981684f84ba84d5ba9,4,743403843,73
6034ce981684f84ba84d5baa,4,71416331,35
6034ce981684f84ba84d5bab,4,375509038,74
6034ce981684f84ba84d5bac,4,316973742,42
6034ce981684f84ba84d5bad,4,786868716,71
6034ce981684f84ba84d5bae,4,8472238822,60
6034ce981684f84ba84d5baf,4,446612545,59
6034ce981684f84ba84d5bb0,4,446612618,91
6034ce981684f84ba84d5bb1,4,451208080,27
6034ce981684f84ba84d5bb2,4,553584383,38
6034ce981684f84ba84d5bb3,4,316735736,33
6034ce981684f84ba84d5bb4,4,743249992,37
6034ce981684f84ba84d5bb5,4,425184226,49
6034ce981684f84ba84d5bb6,4,451205197,64
6034ce981684f84ba84d5bb7,4,038572179X,98
6034ce981684f84ba84d5bb8,4,345425294,93
6034ce981684f84ba84d5bb9,4,451410319,97
6034ce981684f84ba84d5bba,4,385336772,64
6034ce981684f84ba84d5bbb,4,505524996,24
6034ce981684f84ba84d5bbc,4,385337639,43
6034ce981684f84ba84d5bbd,4,451206673,12
6034ce981684f84ba84d5bbe,4,3257203659,51
6034ce981684f84ba84d5bbf,4,3257208669,75
6034ce981684f84ba84d5bc0,4,3257233051,17
6034ce981684f84ba84d5bc1,4,3453212150,88
6034ce981684f84ba84d5bc2,4,3492045642,76
6034ce981684f84ba84d5bc3,4,3498020862,60
6034ce981684f84ba84d5bc4,4,3548254268,48
6034ce981684f84ba84d5bc5,4,316602906,19
6034ce981684f84ba84d5bc6,4,316693006,29
6034ce981684f84ba84d5bc7,4,385508042,81
6034ce981684f84ba84d5bc8,4,385509456,72
6034ce981684f84ba84d5bc9,4,385511612,72
6034ce981684f84ba84d5bca,4,385730586,52
6034ce981684f84ba84d5bcb,4,449006522,42
6034ce981684f84ba84d5bcc,4,051513290X,85
6034ce981684f84ba84d5bcd,4,671027387,40
6034ce981684f84ba84d5bce,4,151008116,40
6034ce981684f84ba84d5bcf,4,525947647,80
6034ce981684f84ba84d5bd0,4,006102063X,84
6034ce981684f84ba84d5bd1,4,60013117,45
6034ce981684f84ba84d5bd2,4,60563079,44
6034ce981684f84ba84d5bd3,4,373836023,20
6034ce981684f84ba84d5bd4,4,375814248,26
6034ce981684f84ba84d5bd5,4,385327773,22
6034ce981684f84ba84d5bd6,4,439510112,14
6034ce981684f84ba84d5bd7,4,440241413,83
6034ce981684f84ba84d5bd8,4,451526341,28
6034ce981684f84ba84d5bd9,4,670035262,87
6034ce981684f84ba84d5bda,4,743245024,59
6034ce981684f84ba84d5bdb,4,749748001,13
6034ce981684f84ba84d5bdc,4,749748028,90
6034ce981684f84ba84d5bdd,4,156971620X,63
6034ce981684f84ba84d5bde,4,1592571301,15
6034ce981684f84ba84d5bdf,4,375719180,89
6034ce981684f84ba84d5be0,4,972044205,91
6034ce981684f84ba84d5be1,4,312988699,88
6034ce981684f84ba84d5be2,4,1573228737,56
6034ce981684f84ba84d5be3,4,8484509141,75
6034ce981684f84ba84d5be4,4,771076002,50
6034ce981684f84ba84d5be5,4,142001740,11
6034ce981684f84ba84d5be6,4,312995423,99
6034ce981684f84ba84d5be7,4,743411269,92
6034ce981684f84ba84d5be8,4,743470389,69
6034ce981684f84ba84d5be9,4,785815147,49
6034ce981684f84ba84d5bea,4,316666343,11
6034ce981684f84ba84d5beb,4,940322978,74
6034ce981684f84ba84d5bec,4,8466601090,21
6034ce981684f84ba84d5bed,4,316168815,37
6034ce981684f84ba84d5bee,4,375414746,34
6034ce981684f84ba84d5bef,4,375726403,32
6034ce981684f84ba84d5bf0,4,385503857,28
6034ce981684f84ba84d5bf1,4,553802488,82
6034ce981684f84ba84d5bf2,4,805063897,78
6034ce981684f84ba84d5bf3,4,385495145,53
6034ce981684f84ba84d5bf4,4,345451260,38
6034ce981684f84ba84d5bf5,4,743229878,17
6034ce981684f84ba84d5bf6,4,385337132,77
6034ce981684f84ba84d5bf7,4,618119760,53
6034ce981684f84ba84d5bf8,4,871138646,53
6034ce981684f84ba84d5bf9,4,451410556,64
6034ce981684f84ba84d5bfa,4,743458303,76
6034ce981684f84ba84d5bfb,4,081296666X,78
6034ce981684f84ba84d5bfc,4,312278586,87
6034ce981684f84ba84d5bfd,4,312288115,67
6034ce981684f84ba84d5bfe,4,618173870,53
6034ce981684f84ba84d5bff,4,156027321,18
6034ce981684f84ba84d5c00,4,385721420,64
6034ce981684f84ba84d5c01,4,743418190,42
6034ce981684f84ba84d5c02,4,786015276,51
6034ce981684f84ba84d5c03,4,425181111,46
6034ce981684f84ba84d5c04,4,380732688,71
6034ce981684f84ba84d5c05,4,553107305,34
6034ce981684f84ba84d5c06,5,195153448,25
6034ce981684f84ba84d5c07,5,887841740,60
6034ce981684f84ba84d5c08,5,971880107,54
6034ce981684f84ba84d5c09,5,375759778,74
6034ce981684f84ba84d5c0a,5,3404921038,27
6034ce981684f84ba84d5c0b,5,449005615,61
6034ce981684f84ba84d5c0c,5,425182908,79
6034ce981684f84ba84d5c0d,5,042518630X,10
6034ce981684f84ba84d5c0e,5,964778319,80
6034ce981684f84ba84d5c0f,5,2070423204,23
6034ce981684f84ba84d5c10,5,1414035004,73
6034ce981684f84ba84d5c11,5,60938412,50
6034ce981684f84ba84d5c12,5,345465083,100
6034ce981684f84ba84d5c13,5,743403843,89
6034ce981684f84ba84d5c14,5,71416331,20
6034ce981684f84ba84d5c15,5,375509038,19
6034ce981684f84ba84d5c16,5,316973742,43
6034ce981684f84ba84d5c17,5,786868716,75
6034ce981684f84ba84d5c18,5,8472238822,98
6034ce981684f84ba84d5c19,5,446612545,38
6034ce981684f84ba84d5c1a,5,446612618,101
6034ce981684f84ba84d5c1b,5,451208080,13
6034ce981684f84ba84d5c1c,5,553584383,98
6034ce981684f84ba84d5c1d,5,316735736,25
6034ce981684f84ba84d5c1e,5,743249992,75
6034ce981684f84ba84d5c1f,5,425184226,27
6034ce981684f84ba84d5c20,5,451205197,96
6034ce981684f84ba84d5c21,5,038572179X,17
6034ce981684f84ba84d5c22,5,345425294,14
6034ce981684f84ba84d5c23,5,451410319,59
6034ce981684f84ba84d5c24,5,385336772,35
6034ce981684f84ba84d5c25,5,505524996,34
6034ce981684f84ba84d5c26,5,385337639,15
6034ce981684f84ba84d5c27,5,451206673,97
6034ce981684f84ba84d5c28,5,3257203659,101
6034ce981684f84ba84d5c29,5,3257208669,56
6034ce981684f84ba84d5c2a,5,3257233051,39
6034ce981684f84ba84d5c2b,5,3453212150,39
6034ce981684f84ba84d5c2c,5,3492045642,86
6034ce981684f84ba84d5c2d,5,3498020862,48
6034ce981684f84ba84d5c2e,5,3548254268,46
6034ce981684f84ba84d5c2f,5,316602906,71
6034ce981684f84ba84d5c30,5,316693006,21
6034ce981684f84ba84d5c31,5,385508042,39
6034ce981684f84ba84d5c32,5,385509456,29
6034ce981684f84ba84d5c33,5,385511612,27
6034ce981684f84ba84d5c34,5,385730586,79
6034ce981684f84ba84d5c35,5,449006522,100
6034ce981684f84ba84d5c36,5,051513290X,42
6034ce981684f84ba84d5c37,5,671027387,19
6034ce981684f84ba84d5c38,5,151008116,18
6034ce981684f84ba84d5c39,5,525947647,19
6034ce981684f84ba84d5c3a,5,006102063X,26
6034ce981684f84ba84d5c3b,5,60013117,20
6034ce981684f84ba84d5c3c,5,60563079,42
6034ce981684f84ba84d5c3d,5,373836023,66
6034ce981684f84ba84d5c3e,5,375814248,84
6034ce981684f84ba84d5c3f,5,385327773,77
6034ce981684f84ba84d5c40,5,439510112,21
6034ce981684f84ba84d5c41,5,440241413,23
6034ce981684f84ba84d5c42,5,451526341,74
6034ce981684f84ba84d5c43,5,670035262,14
6034ce981684f84ba84d5c44,5,743245024,35
6034ce981684f84ba84d5c45,5,749748001,71
6034ce981684f84ba84d5c46,5,749748028,20
6034ce981684f84ba84d5c47,5,156971620X,99
6034ce981684f84ba84d5c48,5,1592571301,59
6034ce981684f84ba84d5c49,5,375719180,89
6034ce981684f84ba84d5c4a,5,972044205,57
6034ce981684f84ba84d5c4b,5,312988699,89
6034ce981684f84ba84d5c4c,5,1573228737,20
6034ce981684f84ba84d5c4d,5,8484509141,53
6034ce981684f84ba84d5c4e,5,771076002,45
6034ce981684f84ba84d5c4f,5,142001740,63
6034ce981684f84ba84d5c50,5,312995423,98
6034ce981684f84ba84d5c51,5,743411269,37
6034ce981684f84ba84d5c52,5,743470389,62
6034ce981684f84ba84d5c53,5,785815147,77
6034ce981684f84ba84d5c54,5,316666343,23
6034ce981684f84ba84d5c55,5,940322978,79
6034ce981684f84ba84d5c56,5,8466601090,83
6034ce981684f84ba84d5c57,5,316168815,87
6034ce981684f84ba84d5c58,5,375414746,100
6034ce981684f84ba84d5c59,5,375726403,58
6034ce981684f84ba84d5c5a,5,385503857,79
6034ce981684f84ba84d5c5b,5,553802488,48
6034ce981684f84ba84d5c5c,5,805063897,52
6034ce981684f84ba84d5c5d,5,385495145,21
6034ce981684f84ba84d5c5e,5,345451260,27
6034ce981684f84ba84d5c5f,5,743229878,50
6034ce981684f84ba84d5c60,5,385337132,22
6034ce981684f84ba84d5c61,5,618119760,11
6034ce981684f84ba84d5c62,5,871138646,59
6034ce981684f84ba84d5c63,5,451410556,19
6034ce981684f84ba84d5c64,5,743458303,37
6034ce981684f84ba84d5c65,5,081296666X,34
6034ce981684f84ba84d5c66,5,312278586,78
6034ce981684f84ba84d5c67,5,312288115,16
6034ce981684f84ba84d5c68,5,618173870,46
6034ce981684f84ba84d5c69,5,156027321,62
6034ce981684f84ba84d5c6a,5,385721420,37
6034ce981684f84ba84d5c6b,5,743418190,53
6034ce981684f84ba84d5c6c,5,786015276,61
6034ce981684f84ba84d5c6d,5,425181111,33
6034ce981684f84ba84d5c6e,5,380732688,88
6034ce981684f84ba84d5c6f,5,553107305,17
6034ce981684f84ba84d5c70,6,195153448,88
6034ce981684f84ba84d5c71,6,887841740,98
6034ce981684f84ba84d5c72,6,971880107,22
6034ce981684f84ba84d5c73,6,375759778,47
6034ce981684f84ba84d5c74,6,3404921038,95
6034ce981684f84ba84d5c75,6,449005615,39
6034ce981684f84ba84d5c76,6,425182908,56
6034ce981684f84ba84d5c77,6,042518630X,43
6034ce981684f84ba84d5c78,6,964778319,57
6034ce981684f84ba84d5c79,6,2070423204,95
6034ce981684f84ba84d5c7a,6,1414035004,90
6034ce981684f84ba84d5c7b,6,60938412,73
6034ce981684f84ba84d5c7c,6,345465083,39
6034ce981684f84ba84d5c7d,6,743403843,69
6034ce981684f84ba84d5c7e,6,71416331,60
6034ce981684f84ba84d5c7f,6,375509038,91
6034ce981684f84ba84d5c80,6,316973742,77
6034ce981684f84ba84d5c81,6,786868716,43
6034ce981684f84ba84d5c82,6,8472238822,96
6034ce981684f84ba84d5c83,6,446612545,88
6034ce981684f84ba84d5c84,6,446612618,68
6034ce981684f84ba84d5c85,6,451208080,90
6034ce981684f84ba84d5c86,6,553584383,97
6034ce981684f84ba84d5c87,6,316735736,64
6034ce981684f84ba84d5c88,6,743249992,88
6034ce981684f84ba84d5c89,6,425184226,25
6034ce981684f84ba84d5c8a,6,451205197,26
6034ce981684f84ba84d5c8b,6,038572179X,11
6034ce981684f84ba84d5c8c,6,345425294,98
6034ce981684f84ba84d5c8d,6,451410319,30
6034ce981684f84ba84d5c8e,6,385336772,64
6034ce981684f84ba84d5c8f,6,505524996,60
6034ce981684f84ba84d5c90,6,385337639,75
6034ce981684f84ba84d5c91,6,451206673,89
6034ce981684f84ba84d5c92,6,3257203659,64
6034ce981684f84ba84d5c93,6,3257208669,45
